# Expression Atlas			
"# Query: Genes matching: 'default query', specifically up/down differentially expressed in 1 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-MTAB-7453"			
"# Timestamp: Tue, 18-Feb-2020 06:12:59"			
Gene ID	Gene Name	'PLX4720; 1 micromolar' vs 'none' .foldChange	'PLX4720; 1 micromolar' vs 'none'.pValue
ENSG00000271852	SNORD11B	-2.8	0.045160079
ENSG00000271855	AC073195.1	1.1	0.379720384
ENSG00000271857	AL096865.1	1	0.428010064
ENSG00000271860	AL589740.1	0.3	0.761916445
ENSG00000271862	AC104118.1	-0.9	0.127595134
ENSG00000271868	AC114810.1	0.5	0.597243042
ENSG00000271869	AC026979.2	0.8	0.557517001
ENSG00000271870	AC024060.2	-0.1	0.84309314
ENSG00000271871	AC005740.4	1	0.296894346
ENSG00000271874	AC025754.2	0.8	0.596544311
ENSG00000271882	AP001330.4	1.5	0.068154744
ENSG00000271888	AL136162.1	-1	0.294948011
ENSG00000271889	AC016747.2	1.9	0.013254061
ENSG00000271895	AL109811.2	1.7	0.001994901
ENSG00000271913	AL035530.2	1.6	0.100524008
ENSG00000271918	AC034236.2	1.1	0.032000746
ENSG00000271924	RNA5SP108	-2.2	0.143625274
ENSG00000271926	AC008972.1	0.7	0.580493228
ENSG00000271930	AC016877.3	-0.7	0.696114948
ENSG00000271933	AL603756.1	0.4	0.570664947
ENSG00000271936	AC012073.1	-1.7	1.76E-04
ENSG00000271943	AC098614.3	0.4	0.666717706
ENSG00000271947	AC017076.1	3.6	9.46E-04
ENSG00000271964	AC090948.1	-0.9	0.540258788
ENSG00000271966	AC021321.1	1.2	0.172966707
ENSG00000271967	AL583856.2	2.6	0.06155188
ENSG00000271971	AC120053.1	1.5	0.027489247
ENSG00000271973	AC141002.1	-0.1	0.915066602
ENSG00000271976	AC012467.2	0.2	0.75336757
ENSG00000271978	AL359643.2	0.9	0.347611131
ENSG00000271983	AC023302.1	-1.8	0.080996786
ENSG00000271991	AC013400.1	1.3	0.338903915
ENSG00000271992	AL354872.2	0.5	0.748583059
ENSG00000271993	AC126118.1	0.6	0.531701685
ENSG00000272002	AC010904.2	1.7	0.092780665
ENSG00000272006	AC037487.3	-0.3	0.814595815
ENSG00000272008	AL139274.2	0.1	0.945603272
ENSG00000272009	AL121944.1	0.8	0.513016051
ENSG00000272010	AC100814.1	0.9	0.359950638
ENSG00000272024	AC064807.4	1.4	0.295166227
ENSG00000272030	AL162258.2	0.6	0.625144617
ENSG00000272031	ANKRD34A	1.1	0.014205474
ENSG00000272034	SNORD14A	-1.2	0.014716472
ENSG00000272037	AP002907.1	-0.5	0.601265191
ENSG00000272040	AC010245.2	1.9	0.009075055
ENSG00000272046	AL445647.1	0.8	0.076852131
ENSG00000272047	GTF2H5	-0.5	0.345903401
ENSG00000272054	AC007390.2	-0.4	0.557053069
ENSG00000272056	AC013472.3	-0.2	0.89387488
ENSG00000272068	AL365181.2	3.6	2.60E-14
ENSG00000272070	AC005618.1	2.9	9.65E-13
ENSG00000272071	AC122710.2	-0.5	0.72933139
ENSG00000272072	AC004492.1	0.6	0.445669162
ENSG00000272076	AC090186.1	1.1	0.417288615
ENSG00000272077	AC124045.1	0.3	0.689616087
ENSG00000272079	AC004233.2	0.7	0.645744309
ENSG00000272081	AC008972.2	1.2	0.23059976
ENSG00000272084	AL137127.1	-0.1	0.928307848
ENSG00000272086	AC025181.2	0.7	0.388969254
ENSG00000272087	AC080013.4	-0.4	0.702148666
ENSG00000272092	AC087623.2	1.3	0.294073821
ENSG00000272097	AL024498.1	-0.1	0.955842408
ENSG00000272100	AL513218.1	0.5	0.72032442
ENSG00000272102	ENSG00000272102	1.9	0.045904652
ENSG00000272103	AC026741.1	0.6	0.438980592
ENSG00000272106	AL691432.2	1.2	0.023118538
ENSG00000272108	AC244517.1	1.8	0.042900633
ENSG00000272109	AC008906.2	1.6	0.244377509
ENSG00000272121	AC006058.3	1.5	0.31293042
ENSG00000272123	AC008966.2	2	0.027593978
ENSG00000272128	AP006545.2	2	0.044865589
ENSG00000272129	AL359715.3	0.3	0.693076533
ENSG00000272130	AC091946.2	-0.5	0.776321379
ENSG00000272137	AL451064.1	1.5	0.230675681
ENSG00000272138	LINC01607	1.6	0.247541335
ENSG00000272140	AC022400.4	1.2	0.044291006
ENSG00000272142	AL359643.3	1	0.034511052
ENSG00000272143	FGF14-AS2	1.1	0.030124652
ENSG00000272144	AC025171.4	3.1	9.13E-06
ENSG00000272145	NFYC-AS1	0.6	0.240387974
ENSG00000272146	ARF4-AS1	-0.4	0.7465302
ENSG00000272148	AC013403.2	0.6	0.579388494
ENSG00000272150	NBPF25P	-0.4	0.628793856
ENSG00000272153	AL365330.1	0.6	0.383579014
ENSG00000272154	AC244517.2	1.6	0.30281472
ENSG00000272155	AC055822.1	-0.7	0.63709001
ENSG00000272156	AC008280.3	2.3	0.038857583
ENSG00000272158	AL139022.2	0.9	0.543487111
ENSG00000272163	AF106564.1	0.1	0.958691158
ENSG00000272168	CASC15	4.2	8.10E-22
ENSG00000272172	AC138696.2	2	0.106385166
ENSG00000272173	U47924.2	0.4	0.813922571
ENSG00000272175	AL050343.3	-0.5	0.772573282
ENSG00000272183	AC005041.3	1.7	0.00101972
ENSG00000272186	AP003392.5	0.6	0.457894487
ENSG00000272189	AL024508.2	0.4	0.807313072
ENSG00000272192	AC100812.1	-0.5	0.772356984
ENSG00000272195	AL356512.1	1	0.193214469
ENSG00000272203	AC004775.1	0.9	0.531254847
ENSG00000272205	AL451050.2	-1.1	0.329726567
ENSG00000272209	AL023583.1	1.5	0.325320083
ENSG00000272217	AL645940.1	1.1	0.082815384
ENSG00000272218	AC108865.2	0.2	0.892415795
ENSG00000272221	AL645933.2	-0.2	0.854084194
ENSG00000272223	AL136304.1	1.5	0.056613052
ENSG00000272226	AL136985.2	1.2	0.449385735
ENSG00000272232	RN7SL726P	2.5	0.079339484
ENSG00000272240	AC004908.1	0.8	0.195790032
ENSG00000272248	AL138831.2	0.2	0.929928559
ENSG00000272263	AC034198.2	-1.1	0.171651735
ENSG00000272264	AC009686.2	0.4	0.84074891
ENSG00000272265	AC034236.3	1.1	0.414001086
ENSG00000272267	AC021242.3	-0.8	0.462896268
ENSG00000272269	AL138724.1	-0.3	0.767656989
ENSG00000272277	AL031963.3	1.6	0.195164148
ENSG00000272282	LINC02084	-0.7	0.597969427
ENSG00000272288	AL451165.2	1	0.098811462
ENSG00000272301	ENSG00000272301	1	0.14128432
ENSG00000272305	AC096887.1	1	0.330914343
ENSG00000272308	AC104113.1	-0.7	0.623410044
ENSG00000272316	AL021368.2	1.9	3.53E-05
ENSG00000272320	AL445309.1	3.6	0.004172617
ENSG00000272323	AC026801.2	2.7	9.93E-07
ENSG00000272333	KMT2B	0.7	0.40371788
ENSG00000272335	AC093297.2	-0.8	0.045063806
ENSG00000272338	AC067838.1	0.3	0.791103577
ENSG00000272341	AL137003.2	0.4	0.463649865
ENSG00000272343	AC107952.2	-0.3	0.838203706
ENSG00000272345	AL031775.1	0.8	0.359530959
ENSG00000272354	AC092354.1	-0.3	0.877265726
ENSG00000272356	AL080317.2	-0.5	0.617404514
ENSG00000272359	RNU4-89P	-1.5	0.326267513
ENSG00000272360	AC116036.2	0.2	0.889064311
ENSG00000272361	AC005014.2	-0.1	0.93698726
ENSG00000272368	AC074032.1	0.3	0.745450475
ENSG00000272369	AC008035.1	0.2	0.876523951
ENSG00000272370	AC092354.2	-0.7	0.632646842
ENSG00000272371	AL591167.1	-0.4	0.819321269
ENSG00000272372	AC009102.2	2.9	0.030647243
ENSG00000272374	Z97832.2	0.4	0.690183961
ENSG00000272375	AC026979.3	-0.8	0.521351224
ENSG00000272382	AC025171.5	1.1	0.276324722
ENSG00000272386	AC015802.5	2.4	0.062021156
ENSG00000272391	POM121C	-0.2	0.674894606
ENSG00000272398	CD24	-0.4	0.709944336
ENSG00000272402	AL031775.2	1	0.452053018
ENSG00000272405	AL365181.3	1	0.006046382
ENSG00000272414	FAM47E-STBD1	0.8	0.653913331
ENSG00000272416	AC025175.1	0.1	0.926356822
ENSG00000272417	AC034229.4	0.7	0.675286214
ENSG00000272419	LINC01145	1.1	0.048799955
ENSG00000272420	AL513477.2	0.8	0.422207219
ENSG00000272425	AC009902.3	0.4	0.685850517
ENSG00000272426	BX284668.6	-0.4	0.760625203
ENSG00000272428	AL450270.1	-0.8	0.551634154
ENSG00000272430	LINC02637	-0.1	0.951843113
ENSG00000272432	AL031432.3	-0.5	0.758714802
ENSG00000272438	AL645608.6	2.5	0.03681566
ENSG00000272442	AL353588.1	-0.4	0.752511785
ENSG00000272444	AL118558.4	2	0.094884326
ENSG00000272447	AL135925.1	1.7	0.003633811
ENSG00000272455	AL391244.2	0.3	0.434647459
ENSG00000272457	AC113194.1	0.8	0.611563111
ENSG00000272459	AC139795.3	1.8	0.012082478
ENSG00000272462	U91328.1	0.8	0.137248682
ENSG00000272463	AL357054.4	0.2	0.920562899
ENSG00000272468	AL021807.1	1.4	0.201843906
ENSG00000272473	AC006273.1	0.1	0.97746756
ENSG00000272476	AL024507.2	0.1	0.935149387
ENSG00000272482	AC254633.1	2.2	6.98E-04
ENSG00000272489	AL132656.3	0.3	0.833625837
ENSG00000272491	AL109659.2	1.9	0.107831144
ENSG00000272498	AC090948.2	0.3	0.752301624
ENSG00000272501	AL662844.4	0.8	0.366976747
ENSG00000272502	AC104958.2	1.7	0.019636513
ENSG00000272505	AC104964.4	0.3	0.775684277
ENSG00000272509	AC087752.4	-2.4	0.004195543
ENSG00000272518	AC036214.2	0.4	0.716796147
ENSG00000272519	AC079610.2	1.8	0.243502012
ENSG00000272523	LINC01023	2.1	0.076930094
ENSG00000272525	AC099522.2	0.1	0.88848948
ENSG00000272529	AC090948.3	0.5	0.547977018
ENSG00000272533	SNORA28	-1.4	0.342699722
ENSG00000272537	AC005014.3	0.5	0.72955097
ENSG00000272540	AL662797.1	-3.5	4.13E-04
ENSG00000272542	AL137246.1	1.7	0.256756892
ENSG00000272551	AC017048.3	2.7	0.035892479
ENSG00000272555	AC009974.1	1.9	0.156648267
ENSG00000272556	GTF2IP13	1.6	2.29E-04
ENSG00000272562	AL512343.2	2.1	0.02851558
ENSG00000272563	AC016745.2	-0.5	0.786768822
ENSG00000272564	AC012511.1	0.6	0.716563507
ENSG00000272567	AC109347.2	-0.7	0.641273942
ENSG00000272572	AL138762.1	-0.4	0.723378402
ENSG00000272574	AL596325.2	-0.3	0.72933139
ENSG00000272576	AC027271.1	0.6	0.716796147
ENSG00000272578	AP000347.1	0.8	0.129320096
ENSG00000272582	AL031587.3	1.3	0.247648226
ENSG00000272583	AL592494.2	0.3	0.808868285
ENSG00000272588	AC139887.4	2.1	0.026583541
ENSG00000272599	AC016394.2	-1.5	0.002220934
ENSG00000272602	ZNF595	-0.3	0.486656978
ENSG00000272604	AC073073.2	-0.3	0.588354295
ENSG00000272610	MAGI1-IT1	-1.1	0.387381253
ENSG00000272620	AFAP1-AS1	-0.6	0.619239409
ENSG00000272622	AC010735.2	0.6	0.7465302
ENSG00000272625	AP000919.4	1	0.462932464
ENSG00000272630	AL731563.3	1.4	0.037528832
ENSG00000272631	AC067750.1	1.7	6.23E-06
ENSG00000272644	AC097468.3	-0.7	0.365086996
ENSG00000272645	GTF2IP20	2	4.24E-11
ENSG00000272650	AC110792.3	-0.8	0.648386309
ENSG00000272654	AL358472.2	1.2	0.001767606
ENSG00000272655	POLR2J4	-0.5	0.461483832
ENSG00000272656	AC024933.1	0.2	0.884535444
ENSG00000272657	AP000317.2	2	0.173910947
ENSG00000272660	AC090425.2	-1.2	0.409786332
ENSG00000272662	AC073352.1	0.3	0.748518039
ENSG00000272663	AC093635.1	0.1	0.970994714
ENSG00000272667	AC012306.2	0.9	0.328443558
ENSG00000272668	AL590560.3	2.5	4.52E-08
ENSG00000272669	AL021707.6	0.7	0.550725676
ENSG00000272674	PCDHB16	1.1	2.43E-04
ENSG00000272677	AC124016.1	0.3	0.777467411
ENSG00000272686	AC006333.2	0.8	0.087659357
ENSG00000272689	AC004832.4	0.1	0.964529397
ENSG00000272690	LINC02018	0.6	0.540877653
ENSG00000272691	AC092807.2	-0.5	0.733575885
ENSG00000272692	AC010997.4	2.2	5.53E-04
ENSG00000272693	AC073107.1	1.2	0.09284424
ENSG00000272695	GAS6-DT	2.1	0.005457125
ENSG00000272696	AL359091.4	1.2	0.203383727
ENSG00000272702	AC010913.1	0.1	0.906449864
ENSG00000272711	AC019069.1	-0.8	0.108175743
ENSG00000272716	AL121658.1	-1.2	0.110885013
ENSG00000272717	AC112236.2	3	0.009120411
ENSG00000272720	AL022322.1	3.4	5.26E-13
ENSG00000272721	AC131235.2	1.3	0.303562272
ENSG00000272729	AC009336.1	1.8	0.153956981
ENSG00000272732	AC004982.1	2.5	6.88E-06
ENSG00000272733	AP000345.2	2.7	0.023959207
ENSG00000272734	ADIRF-AS1	2.1	5.87E-08
ENSG00000272735	AC007881.3	1.3	0.377994645
ENSG00000272744	AC107214.2	-1.8	0.126880219
ENSG00000272745	AC004948.1	0.7	0.647890322
ENSG00000272750	AL592148.3	0.1	0.902236071
ENSG00000272752	STAG3L5P-PVRIG2P-PILRB	1.2	0.451967731
ENSG00000272758	AC083798.2	1.7	4.17E-06
ENSG00000272764	AL596094.1	0.4	0.66990598
ENSG00000272768	AC004854.2	0.8	0.526385692
ENSG00000272769	AC097532.2	1.1	0.245967137
ENSG00000272777	AC019131.2	-0.9	0.406960734
ENSG00000272779	AC245060.4	-0.6	0.100889911
ENSG00000272784	AC019193.2	1.3	0.259693353
ENSG00000272787	AC253536.6	1.1	0.267657065
ENSG00000272788	AP000864.1	0.8	0.629391982
ENSG00000272791	AC073389.3	1.7	0.013431224
ENSG00000272795	AC126283.1	2.9	0.031242537
ENSG00000272797	AC092954.1	3.1	0.021423162
ENSG00000272798	AL008721.1	0.9	0.602708581
ENSG00000272799	AC006238.1	1.3	0.351792592
ENSG00000272800	AC021851.1	-2.4	0.003154321
ENSG00000272807	AC007038.2	-0.7	0.458882715
ENSG00000272808	AC015712.6	1.7	9.63E-07
ENSG00000272812	AC004908.2	0.4	0.604227358
ENSG00000272821	U62317.2	-1.1	0.296347872
ENSG00000272825	AL844908.1	-0.2	0.848031195
ENSG00000272829	AC002470.1	1.3	0.112277893
ENSG00000272831	AC027644.3	0.4	0.822614268
ENSG00000272836	AL022328.1	2.2	0.035520569
ENSG00000272841	AL139393.3	1.9	6.54E-04
ENSG00000272842	AL391834.1	0.3	0.785831132
ENSG00000272843	AC211476.2	-0.4	0.752484601
ENSG00000272844	AC074044.1	1	0.527252323
ENSG00000272848	AL135910.1	2	0.074785681
ENSG00000272849	AC084018.1	1.1	0.080933727
ENSG00000272853	AC069544.1	-0.4	0.722642411
ENSG00000272854	AC004839.2	1	0.518149928
ENSG00000272858	Z93930.3	0.1	0.942938136
ENSG00000272862	AC106052.1	1.7	0.199896593
ENSG00000272864	AC135803.1	-1.2	0.433767789
ENSG00000272870	AC097534.2	1.3	0.037467735
ENSG00000272872	AP000525.1	0.6	0.475328977
ENSG00000272885	AC092574.1	2.7	0.01055475
ENSG00000272886	DCP1A	-0.4	0.218830859
ENSG00000272888	LINC01578	-0.1	0.816934788
ENSG00000272892	AL133551.1	0.9	0.449246928
ENSG00000272894	AC004982.2	3	4.26E-12
ENSG00000272899	ATP6V1FNB	1.6	1.44E-04
ENSG00000272902	TBC1D8-AS1	0.9	0.138257259
ENSG00000272906	AL353708.3	0.6	0.58962804
ENSG00000272909	AL122035.2	-0.9	0.169763205
ENSG00000272913	AC009237.14	0.6	0.253722601
ENSG00000272914	AL359532.1	0.3	0.859371317
ENSG00000272918	AC005070.3	0.7	0.324008976
ENSG00000272922	AC107294.1	2.2	0.138637975
ENSG00000272927	AC107464.3	1.5	0.285739845
ENSG00000272931	AC099568.2	0.3	0.811661178
ENSG00000272941	AC083862.2	-0.3	0.798638466
ENSG00000272942	AL022324.3	1.8	0.140323659
ENSG00000272944	AC079834.2	-0.7	0.679335927
ENSG00000272948	AP001412.1	1.4	0.263060744
ENSG00000272953	AC092171.4	0.8	0.522985631
ENSG00000272954	AP000553.2	0.6	0.663060598
ENSG00000272969	AC024243.1	0.7	0.564680872
ENSG00000272970	AC107294.2	2.8	1.52E-05
ENSG00000272971	AL365181.4	2.6	0.067171549
ENSG00000272975	MYHAS	0.4	0.706758038
ENSG00000272977	AL008721.2	0.9	0.113303144
ENSG00000272980	Z94721.2	-0.6	0.57267671
ENSG00000272983	AL117339.4	2	0.046190149
ENSG00000272989	LINC02012	-0.4	0.766106766
ENSG00000272990	AC084036.1	0.5	0.640923632
ENSG00000272994	AC012360.3	0.2	0.730572034
ENSG00000272995	AC097505.1	0.4	0.814663328
ENSG00000273001	AL731533.2	1.9	0.080447831
ENSG00000273004	AL078644.2	-1.6	0.111445723
ENSG00000273006	AC009229.3	3.6	4.51E-07
ENSG00000273007	AC021205.3	0.8	0.396606576
ENSG00000273008	AC010864.1	0.8	0.411315309
ENSG00000273010	AL360270.3	0.5	0.755645611
ENSG00000273014	AC018645.3	-1	0.116516577
ENSG00000273015	AC008124.1	0.3	0.488255867
ENSG00000273017	AP000240.1	-1.1	0.356298198
ENSG00000273018	FAM106A	0.8	0.052772525
ENSG00000273024	INTS4P2	3	4.17E-11
ENSG00000273026	AL358472.3	1.8	0.013146072
ENSG00000273027	AL844908.2	0.6	0.662605439
ENSG00000273032	DGCR9	2.2	0.003136933
ENSG00000273033	LINC02035	1.3	0.001212982
ENSG00000273035	AC007684.2	-1.3	0.344489966
ENSG00000273038	AL365203.2	0.1	0.94255097
ENSG00000273045	C2orf15	1.6	0.012653215
ENSG00000273055	AC005046.1	0.7	0.109270522
ENSG00000273056	AL354694.1	0.3	0.871434877
ENSG00000273058	AL359921.2	0.8	0.265534527
ENSG00000273061	CDC37L1-DT	1.4	0.002458107
ENSG00000273062	AL449106.1	2.5	0.004155487
ENSG00000273064	AC017083.1	0.1	0.911676511
ENSG00000273066	AL355987.4	-1.1	0.052192024
ENSG00000273076	AL021707.7	0.1	0.954452495
ENSG00000273079	GRIN2B	-1.9	0.018967386
ENSG00000273080	AC009309.1	0.4	0.648679362
ENSG00000273096	AL021707.8	0.2	0.906519643
ENSG00000273102	AP000569.1	-1.5	0.115118931
ENSG00000273108	AL121929.2	-1.4	0.134816919
ENSG00000273117	AC144652.1	0.5	0.58613228
ENSG00000273119	AP005229.2	-1.3	0.115275974
ENSG00000273124	AL365434.2	2.8	3.87E-11
ENSG00000273129	PACERR	0.8	0.638726443
ENSG00000273136	NBPF26	0.1	0.743474528
ENSG00000273137	AL022328.2	0.6	0.730784226
ENSG00000273139	AC007663.3	-0.1	0.969260111
ENSG00000273142	LINC02604	1.3	0.052346644
ENSG00000273143	AL355512.1	-1.8	0.054270197
ENSG00000273145	BX537318.1	0.5	0.736817892
ENSG00000273148	LINC00653	1.4	2.17E-04
ENSG00000273151	AC073957.3	2.8	3.16E-11
ENSG00000273156	AC124016.2	-1.3	0.427939867
ENSG00000273160	AL359962.2	2	0.083463673
ENSG00000273162	AL133215.2	-0.8	0.138473729
ENSG00000273165	AL121652.1	-0.9	0.580290792
ENSG00000273173	SNURF	-0.3	0.640478811
ENSG00000273174	AC108673.2	0.4	0.674894606
ENSG00000273179	AC092535.5	1.8	0.082784765
ENSG00000273181	AC131235.3	-0.5	0.679818078
ENSG00000273183	AC093726.2	1.8	0.084655089
ENSG00000273186	AL359091.5	-0.1	0.940781676
ENSG00000273188	AL022328.3	-0.5	0.678774956
ENSG00000273203	AC006946.2	0.6	0.236186602
ENSG00000273212	AC000068.2	1	0.542589531
ENSG00000273216	AC002059.1	-1.7	0.115165756
ENSG00000273218	AC005776.2	0.9	0.203084159
ENSG00000273226	AL391834.2	-0.2	0.810612704
ENSG00000273230	AC102953.2	1	0.161292675
ENSG00000273238	TMEM271	-0.9	0.582264366
ENSG00000273240	AC013468.1	-0.7	0.205845074
ENSG00000273243	Z82243.1	0.2	0.837895806
ENSG00000273247	AC097376.3	-0.3	0.592081575
ENSG00000273249	BX649632.1	1.3	0.413560121
ENSG00000273253	AL022328.4	0.3	0.84980182
ENSG00000273254	AF129075.2	-0.7	0.625667923
ENSG00000273259	AL049839.2	4.3	3.82E-12
ENSG00000273261	AC092953.2	-0.9	0.542589531
ENSG00000273265	CNNM3-DT	0.4	0.707492943
ENSG00000273270	AC090114.2	2.2	4.43E-09
ENSG00000273271	AP000254.2	-1.3	0.048080965
ENSG00000273274	ZBTB8B	-3.6	1.35E-08
ENSG00000273284	AP001033.2	-1.9	0.074617847
ENSG00000273295	AP000350.6	1.2	0.017643074
ENSG00000273297	AC009275.1	0.1	0.943084274
ENSG00000273302	AC016747.3	1.2	0.114157533
ENSG00000273305	AC009237.15	0.9	0.195616737
ENSG00000273306	AC018690.1	-1.4	0.08451214
ENSG00000273308	AC024560.3	1.4	0.285184803
ENSG00000273311	DGCR11	-0.4	0.706144233
ENSG00000273314	AC005229.4	0.5	0.370243055
ENSG00000273321	AC023983.2	1.8	0.192300424
ENSG00000273325	AL008723.2	0.6	0.713799162
ENSG00000273328	AC099329.2	1.7	0.196452954
ENSG00000273329	AC078846.1	0.7	0.025179241
ENSG00000273335	AP005432.2	0.7	0.606227547
ENSG00000273338	AC103591.3	-1.5	0.119183581
ENSG00000273340	MICE	1.6	0.040808396
ENSG00000273342	AP000553.3	0.5	0.767535274
ENSG00000273343	AC007663.4	-1.2	0.137809954
ENSG00000273344	PAXIP1-AS1	1.2	0.001225026
ENSG00000273345	AC104109.4	-0.5	0.761808503
ENSG00000273350	AC004832.5	0.4	0.656125098
ENSG00000273353	AL008718.3	-1.6	0.266421441
ENSG00000273355	AP000894.4	0.8	0.322826236
ENSG00000273356	LINC02019	1.8	0.037240252
ENSG00000273363	AL353801.3	1.5	0.330326271
ENSG00000273365	AL451074.5	-0.5	0.747697509
ENSG00000273369	AC096586.2	0.5	0.483835298
ENSG00000273372	SFTPD-AS1	2.4	0.059954611
ENSG00000273374	AC069222.1	-0.8	0.564345328
ENSG00000273381	AL158071.5	3	0.01513194
ENSG00000273382	AL356488.3	1.7	6.23E-04
ENSG00000273384	AL137796.1	1	0.507982561
ENSG00000273399	AL159169.3	1.2	0.439062876
ENSG00000273402	AC004908.3	0.4	0.762593216
ENSG00000273403	AC107294.3	4.4	1.73E-05
ENSG00000273415	LINC02725	-2	0.144773644
ENSG00000273419	AC004877.1	2	0.156061699
ENSG00000273424	AL008582.1	2.2	0.1138187
ENSG00000273432	AC004951.4	1	0.338383061
ENSG00000273437	AC108673.3	-0.3	0.800958315
ENSG00000273443	AL645608.8	-0.4	0.807662603
ENSG00000273445	AC133644.2	1.5	0.277524677
ENSG00000273447	AC004067.1	-0.1	0.935659601
ENSG00000273448	AC006480.2	2.3	4.21E-05
ENSG00000273449	AC093788.1	-1.6	0.024473338
ENSG00000273450	AL139124.1	-1.7	0.130480525
ENSG00000273451	AL031666.3	2	0.007574331
ENSG00000273454	AC112503.2	0.3	0.861109459
ENSG00000273455	AC072039.2	-0.3	0.87527725
ENSG00000273456	AC064836.3	2.1	0.09054049
ENSG00000273464	AP000238.1	-0.4	0.819321269
ENSG00000273472	AC096733.2	2.2	0.031264024
ENSG00000273473	BX649601.1	1.7	0.122256864
ENSG00000273476	AL133215.3	-0.1	0.972665548
ENSG00000273483	AL354760.1	1.5	0.220912405
ENSG00000273486	AC096992.2	0.9	0.141586051
ENSG00000273489	AC008264.2	1.2	0.312500356
ENSG00000273542	HIST1H4K	2.5	0.005839319
ENSG00000273554	ENSG00000273554	1.9	0.010414421
ENSG00000273557	AC008781.3	1	0.530967955
ENSG00000273559	CWC25	-0.3	0.364758071
ENSG00000273565	AL691403.2	1.1	0.47710669
ENSG00000273568	AC131009.3	-0.9	0.228664217
ENSG00000273576	AC009283.1	1.6	2.81E-04
ENSG00000273584	AC096708.3	-1.4	0.256375622
ENSG00000273604	EPOP	0.3	0.624839715
ENSG00000273611	ZNHIT3	-0.7	0.106624969
ENSG00000273619	AL121832.2	0.6	0.511320525
ENSG00000273639	AL512310.11	1.2	0.372928879
ENSG00000273654	AC020904.2	1.1	0.099732593
ENSG00000273677	AL049692.1	-0.1	0.955932586
ENSG00000273679	AC100757.1	-0.4	0.696028831
ENSG00000273680	AC009318.2	-0.9	0.282551961
ENSG00000273682	AC109583.2	-0.1	0.969260111
ENSG00000273687	AC004223.4	-1.5	0.23669736
ENSG00000273693	C2orf27AP1	3.6	0.005566115
ENSG00000273702	AC091271.1	0.7	0.300478338
ENSG00000273711	AC005520.5	1.2	0.392523
ENSG00000273723	AL139089.1	0.7	0.2574071
ENSG00000273724	AC106782.4	0.1	0.929616022
ENSG00000273729	AC007686.3	0.5	0.688431837
ENSG00000273733	AC011472.4	3.1	3.10E-06
ENSG00000273747	AC022558.3	-0.4	0.789443528
ENSG00000273748	ENSG00000273748	-0.5	0.298370078
ENSG00000273749	CYFIP1	0.3	0.473328658
ENSG00000273759	AL117379.1	0.8	0.30845083
ENSG00000273763	AC007318.2	2.4	0.020148044
ENSG00000273783	AL136040.1	0.8	0.208828857
ENSG00000273784	AL137058.2	-0.1	0.973972313
ENSG00000273786	AC020658.4	-3.5	0.008266446
ENSG00000273802	HIST1H2BG	3	1.61E-11
ENSG00000273812	BX640514.2	-1.9	0.209931503
ENSG00000273820	USP27X	-0.3	0.584934922
ENSG00000273821	AL096828.3	1.9	0.194468853
ENSG00000273828	AL133227.1	0.9	0.455695506
ENSG00000273841	TAF9	-1.3	0.003535923
ENSG00000273872	SLC25A15P4	-0.1	0.901596716
ENSG00000273888	FRMD6-AS1	0.8	0.222967144
ENSG00000273890	AC034102.8	1.5	0.303313327
ENSG00000273891	AL731566.2	-0.3	0.702582769
ENSG00000273893	AL133520.1	0.5	0.519609269
ENSG00000273899	NOL12	0.2	0.841418481
ENSG00000273901	AC012313.9	3.2	6.58E-06
ENSG00000273971	AC009163.6	1.2	0.432560374
ENSG00000273973	AC025162.2	1.4	0.32029694
ENSG00000273980	AL592071.1	0.5	0.752304231
ENSG00000273982	AC005746.3	2.2	0.132347481
ENSG00000273983	HIST1H3G	-1	0.265269526
ENSG00000273987	AC121761.2	0.6	0.606459831
ENSG00000273989	AC022079.1	-0.9	0.580290792
ENSG00000273998	AL049794.1	-0.2	0.837510426
ENSG00000274001	AL512506.1	0.8	0.437002271
ENSG00000274011	Metazoa_SRP	-0.8	0.559646041
ENSG00000274012	RN7SL2	0.3	0.845286959
ENSG00000274015	AL136038.5	-0.8	0.410223164
ENSG00000274020	LINC01138	0.3	0.501214512
ENSG00000274021	AC024909.1	-1.7	0.006434929
ENSG00000274024	AL590282.1	0.5	0.709170967
ENSG00000274026	FAM27E3	-0.7	0.455055144
ENSG00000274029	AC069209.1	3.9	0.001355843
ENSG00000274031	AC092140.2	-0.5	0.758022792
ENSG00000274038	AC007014.2	-1.3	0.410837248
ENSG00000274051	AC005837.3	0.3	0.869222437
ENSG00000274066	MIR6514	1	0.528662706
ENSG00000274070	CASTOR2	0.9	0.341305536
ENSG00000274093	AC009032.1	-0.2	0.917775053
ENSG00000274099	ABCB10P1	-0.9	0.548380953
ENSG00000274104	AC020910.5	2.2	0.003308476
ENSG00000274105	AC084824.3	1.7	0.117656187
ENSG00000274114	ALOX15P1	3.3	0.009408603
ENSG00000274124	AC074029.3	-0.6	0.684636366
ENSG00000274150	FADS2P1	4	8.22E-04
ENSG00000274156	AC008121.2	1.9	0.195822553
ENSG00000274180	NATD1	2.7	4.08E-06
ENSG00000274184	AC011815.2	4.7	2.26E-05
ENSG00000274191	AC026333.4	-3.3	0.012435328
ENSG00000274204	AL138689.1	-0.5	0.756249756
